jours,date,ymin,ymean,ymax,candidat,nom,nom_abbr,parti,nuance,order
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
39,2021-10-11,13.716899512337962,15.685080937341041,17.653262362344137,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
41,2021-10-13,13.967207046380153,15.891266883709676,17.81532672103921,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
41,2021-10-13,13.967207046380153,15.891266883709676,17.81532672103921,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
41,2021-10-13,13.967207046380153,15.891266883709676,17.81532672103921,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
41,2021-10-13,13.967207046380153,15.891266883709676,17.81532672103921,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
41,2021-10-13,13.967207046380153,15.891266883709676,17.81532672103921,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
41,2021-10-13,13.967207046380153,15.891266883709676,17.81532672103921,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
46,2021-10-18,14.382982308015476,16.284758022052024,18.186533736088585,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
46,2021-10-18,14.382982308015476,16.284758022052024,18.186533736088585,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
46,2021-10-18,14.382982308015476,16.284758022052024,18.186533736088585,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
48,2021-10-20,14.466744823248368,16.378696984889675,18.290649146530995,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
48,2021-10-20,14.466744823248368,16.378696984889675,18.290649146530995,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
48,2021-10-20,14.466744823248368,16.378696984889675,18.290649146530995,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
53,2021-10-25,14.536534078212707,16.49345502778398,18.45037597735527,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
53,2021-10-25,14.536534078212707,16.49345502778398,18.45037597735527,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
53,2021-10-25,14.536534078212707,16.49345502778398,18.45037597735527,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
55,2021-10-27,14.528628549081855,16.502888809376298,18.47714906967076,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
55,2021-10-27,14.528628549081855,16.502888809376298,18.47714906967076,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
55,2021-10-27,14.528628549081855,16.502888809376298,18.47714906967076,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
58,2021-10-30,14.461902527137898,16.46014374300577,18.45838495887365,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
58,2021-10-30,14.461902527137898,16.46014374300577,18.45838495887365,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
58,2021-10-30,14.461902527137898,16.46014374300577,18.45838495887365,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
64,2021-11-05,14.136593173314754,16.17433592998046,18.212078686646173,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
64,2021-11-05,14.136593173314754,16.17433592998046,18.212078686646173,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
64,2021-11-05,14.136593173314754,16.17433592998046,18.212078686646173,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
64,2021-11-05,14.136593173314754,16.17433592998046,18.212078686646173,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
64,2021-11-05,14.136593173314754,16.17433592998046,18.212078686646173,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
67,2021-11-08,13.934868832538928,15.978213732593737,18.02155863264855,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
67,2021-11-08,13.934868832538928,15.978213732593737,18.02155863264855,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
67,2021-11-08,13.934868832538928,15.978213732593737,18.02155863264855,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
67,2021-11-08,13.934868832538928,15.978213732593737,18.02155863264855,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
67,2021-11-08,13.934868832538928,15.978213732593737,18.02155863264855,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
67,2021-11-08,13.934868832538928,15.978213732593737,18.02155863264855,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
70,2021-11-11,13.714683693243009,15.753041958541383,17.79140022383976,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
70,2021-11-11,13.714683693243009,15.753041958541383,17.79140022383976,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
70,2021-11-11,13.714683693243009,15.753041958541383,17.79140022383976,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
70,2021-11-11,13.714683693243009,15.753041958541383,17.79140022383976,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
70,2021-11-11,13.714683693243009,15.753041958541383,17.79140022383976,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
74,2021-11-15,13.349334485019492,15.37206927362418,17.39480406222888,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
74,2021-11-15,13.349334485019492,15.37206927362418,17.39480406222888,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
74,2021-11-15,13.349334485019492,15.37206927362418,17.39480406222888,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
74,2021-11-15,13.349334485019492,15.37206927362418,17.39480406222888,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
74,2021-11-15,13.349334485019492,15.37206927362418,17.39480406222888,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
74,2021-11-15,13.349334485019492,15.37206927362418,17.39480406222888,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
76,2021-11-17,13.132428209434899,15.144103138543885,17.155778067652882,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
76,2021-11-17,13.132428209434899,15.144103138543885,17.155778067652882,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
76,2021-11-17,13.132428209434899,15.144103138543885,17.155778067652882,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
81,2021-11-22,12.49938715206225,14.473249314352781,16.447111476643304,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
81,2021-11-22,12.49938715206225,14.473249314352781,16.447111476643304,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
81,2021-11-22,12.49938715206225,14.473249314352781,16.447111476643304,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
81,2021-11-22,12.49938715206225,14.473249314352781,16.447111476643304,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
81,2021-11-22,12.49938715206225,14.473249314352781,16.447111476643304,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
83,2021-11-24,12.211279013236204,14.165834834126018,16.120390655015814,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
83,2021-11-24,12.211279013236204,14.165834834126018,16.120390655015814,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
83,2021-11-24,12.211279013236204,14.165834834126018,16.120390655015814,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
83,2021-11-24,12.211279013236204,14.165834834126018,16.120390655015814,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
83,2021-11-24,12.211279013236204,14.165834834126018,16.120390655015814,Eric Zemmour,Zemmour,E. Zemmour,Sans étiquette,EXDR,5050
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
0,2021-09-02,1.110451352662174,2.138831226464504,3.1672111002668353,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
1,2021-09-03,1.1294768712295027,2.1681392395037142,3.206801607777925,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
1,2021-09-03,1.1294768712295027,2.1681392395037142,3.206801607777925,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
1,2021-09-03,1.1294768712295027,2.1681392395037142,3.206801607777925,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
1,2021-09-03,1.1294768712295027,2.1681392395037142,3.206801607777925,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
1,2021-09-03,1.1294768712295027,2.1681392395037142,3.206801607777925,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
1,2021-09-03,1.1294768712295027,2.1681392395037142,3.206801607777925,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
4,2021-09-06,1.178964353590771,2.242761178853903,3.3065580041170297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
4,2021-09-06,1.178964353590771,2.242761178853903,3.3065580041170297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
4,2021-09-06,1.178964353590771,2.242761178853903,3.3065580041170297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
4,2021-09-06,1.178964353590771,2.242761178853903,3.3065580041170297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
4,2021-09-06,1.178964353590771,2.242761178853903,3.3065580041170297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
11,2021-09-13,1.233348643500658,2.3154833316206527,3.3976180197406465,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
13,2021-09-15,1.2383283970385544,2.317046759891615,3.395765122744677,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
18,2021-09-20,1.2407909779361264,2.2981197094335957,3.3554484409310676,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
18,2021-09-20,1.2407909779361264,2.2981197094335957,3.3554484409310676,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
18,2021-09-20,1.2407909779361264,2.2981197094335957,3.3554484409310676,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
21,2021-09-23,1.2262579487936787,2.258398092658143,3.2905382365226106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
25,2021-09-27,1.184291099973902,2.1672450044761375,3.150198908978376,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
25,2021-09-27,1.184291099973902,2.1672450044761375,3.150198908978376,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
25,2021-09-27,1.184291099973902,2.1672450044761375,3.150198908978376,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
28,2021-09-30,1.1583038885185384,2.1016225161978945,3.0449411438772542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
28,2021-09-30,1.1583038885185384,2.1016225161978945,3.0449411438772542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
28,2021-09-30,1.1583038885185384,2.1016225161978945,3.0449411438772542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
28,2021-09-30,1.1583038885185384,2.1016225161978945,3.0449411438772542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
28,2021-09-30,1.1583038885185384,2.1016225161978945,3.0449411438772542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
28,2021-09-30,1.1583038885185384,2.1016225161978945,3.0449411438772542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
29,2021-10-01,1.1473369145007875,2.0746676470103385,3.001998379519893,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
32,2021-10-04,1.0837807610999994,1.9430652849821983,2.8023498088644008,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
32,2021-10-04,1.0837807610999994,1.9430652849821983,2.8023498088644008,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
32,2021-10-04,1.0837807610999994,1.9430652849821983,2.8023498088644008,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
34,2021-10-06,1.0575183684234433,1.878792025917273,2.700065683411106,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
39,2021-10-11,1.0799444809054295,1.83037703670266,2.580809592499886,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
41,2021-10-13,1.1038575776481632,1.82248286177788,2.5411081459075984,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
46,2021-10-18,1.1494656012130615,1.8481128917528868,2.546760182292714,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
46,2021-10-18,1.1494656012130615,1.8481128917528868,2.546760182292714,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
46,2021-10-18,1.1494656012130615,1.8481128917528868,2.546760182292714,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
48,2021-10-20,1.1758909146592227,1.8768074924959484,2.5777240703326765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
48,2021-10-20,1.1758909146592227,1.8768074924959484,2.5777240703326765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
48,2021-10-20,1.1758909146592227,1.8768074924959484,2.5777240703326765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
48,2021-10-20,1.1758909146592227,1.8768074924959484,2.5777240703326765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
53,2021-10-25,1.241871859732086,1.9613395738423123,2.680807287952542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
53,2021-10-25,1.241871859732086,1.9613395738423123,2.680807287952542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
53,2021-10-25,1.241871859732086,1.9613395738423123,2.680807287952542,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
55,2021-10-27,1.2620700227663024,1.9902773704581618,2.7184847181500253,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
55,2021-10-27,1.2620700227663024,1.9902773704581618,2.7184847181500253,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
55,2021-10-27,1.2620700227663024,1.9902773704581618,2.7184847181500253,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
58,2021-10-30,1.2783957517541178,2.0165640653240717,2.7547323788940297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
58,2021-10-30,1.2783957517541178,2.0165640653240717,2.7547323788940297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
58,2021-10-30,1.2783957517541178,2.0165640653240717,2.7547323788940297,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
64,2021-11-05,1.276243894993237,2.038004056645176,2.7997642182971183,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
64,2021-11-05,1.276243894993237,2.038004056645176,2.7997642182971183,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
64,2021-11-05,1.276243894993237,2.038004056645176,2.7997642182971183,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
64,2021-11-05,1.276243894993237,2.038004056645176,2.7997642182971183,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
64,2021-11-05,1.276243894993237,2.038004056645176,2.7997642182971183,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
67,2021-11-08,1.2681242046819403,2.0443378508628074,2.8205514970436765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
67,2021-11-08,1.2681242046819403,2.0443378508628074,2.8205514970436765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
67,2021-11-08,1.2681242046819403,2.0443378508628074,2.8205514970436765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
67,2021-11-08,1.2681242046819403,2.0443378508628074,2.8205514970436765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
67,2021-11-08,1.2681242046819403,2.0443378508628074,2.8205514970436765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
67,2021-11-08,1.2681242046819403,2.0443378508628074,2.8205514970436765,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
70,2021-11-11,1.2581386060844728,2.046149565038883,2.834160523993295,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
70,2021-11-11,1.2581386060844728,2.046149565038883,2.834160523993295,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
70,2021-11-11,1.2581386060844728,2.046149565038883,2.834160523993295,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
70,2021-11-11,1.2581386060844728,2.046149565038883,2.834160523993295,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
70,2021-11-11,1.2581386060844728,2.046149565038883,2.834160523993295,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
74,2021-11-15,1.2405685657463432,2.0421383464125706,2.8437081270787954,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
74,2021-11-15,1.2405685657463432,2.0421383464125706,2.8437081270787954,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
74,2021-11-15,1.2405685657463432,2.0421383464125706,2.8437081270787954,Fabien Roussel,Roussel,F. Roussel,Lutte ouvrière,EXGA,40
