jours,date,ymin,ymean,ymax,candidat,nom,nom_abbr,parti,nuance,order
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,6.413103540346788,8.469940038322616,10.526776536298424,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
1,2021-09-03,6.288933108056587,8.330357102186388,10.371781096316177,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
1,2021-09-03,6.288933108056587,8.330357102186388,10.371781096316177,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
1,2021-09-03,6.288933108056587,8.330357102186388,10.371781096316177,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
1,2021-09-03,6.288933108056587,8.330357102186388,10.371781096316177,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
1,2021-09-03,6.288933108056587,8.330357102186388,10.371781096316177,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
1,2021-09-03,6.288933108056587,8.330357102186388,10.371781096316177,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
4,2021-09-06,5.934129459660519,7.9278238850276885,9.921518310394859,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
4,2021-09-06,5.934129459660519,7.9278238850276885,9.921518310394859,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
4,2021-09-06,5.934129459660519,7.9278238850276885,9.921518310394859,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
4,2021-09-06,5.934129459660519,7.9278238850276885,9.921518310394859,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
11,2021-09-13,5.205796041894631,7.0767094990938215,8.947622956293014,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
13,2021-09-15,5.024047340932751,6.857126792596819,8.690206244260887,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
18,2021-09-20,4.622907219335508,6.357134626223562,8.0913620331116185,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
18,2021-09-20,4.622907219335508,6.357134626223562,8.0913620331116185,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
18,2021-09-20,4.622907219335508,6.357134626223562,8.0913620331116185,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
21,2021-09-23,4.417658853849477,6.088636781800462,7.759614709751447,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
25,2021-09-27,4.18498706237043,5.767127765635122,7.349268468899813,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
25,2021-09-27,4.18498706237043,5.767127765635122,7.349268468899813,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
25,2021-09-27,4.18498706237043,5.767127765635122,7.349268468899813,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
28,2021-09-30,4.044504795379864,5.559621290972578,7.07473778656529,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
28,2021-09-30,4.044504795379864,5.559621290972578,7.07473778656529,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
28,2021-09-30,4.044504795379864,5.559621290972578,7.07473778656529,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
28,2021-09-30,4.044504795379864,5.559621290972578,7.07473778656529,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
28,2021-09-30,4.044504795379864,5.559621290972578,7.07473778656529,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
28,2021-09-30,4.044504795379864,5.559621290972578,7.07473778656529,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
29,2021-10-01,4.004805179472913,5.496097932628228,6.987390685783541,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
32,2021-10-04,3.90634393463162,5.316170256889364,6.725996579147104,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
32,2021-10-04,3.90634393463162,5.316170256889364,6.725996579147104,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
32,2021-10-04,3.90634393463162,5.316170256889364,6.725996579147104,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
34,2021-10-06,3.854599974969589,5.215151135273186,6.575702295576777,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
39,2021-10-11,3.790004252535861,5.030704034543593,6.271403816551333,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
41,2021-10-13,3.76923066625048,4.951634494365217,6.134038322479966,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
46,2021-10-18,3.7881490885076303,4.924972827403782,6.061796566299946,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
46,2021-10-18,3.7881490885076303,4.924972827403782,6.061796566299946,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
46,2021-10-18,3.7881490885076303,4.924972827403782,6.061796566299946,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
48,2021-10-20,3.818989717010845,4.951941879355803,6.084894041700774,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
48,2021-10-20,3.818989717010845,4.951941879355803,6.084894041700774,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
48,2021-10-20,3.818989717010845,4.951941879355803,6.084894041700774,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
48,2021-10-20,3.818989717010845,4.951941879355803,6.084894041700774,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
53,2021-10-25,3.903331343429522,5.045736198599612,6.188141053769716,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
53,2021-10-25,3.903331343429522,5.045736198599612,6.188141053769716,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
53,2021-10-25,3.903331343429522,5.045736198599612,6.188141053769716,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
55,2021-10-27,3.9246810879091756,5.073488819799321,6.222296551689478,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
55,2021-10-27,3.9246810879091756,5.073488819799321,6.222296551689478,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
55,2021-10-27,3.9246810879091756,5.073488819799321,6.222296551689478,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
58,2021-10-30,3.925240057448767,5.080472063394891,6.235704069341029,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
58,2021-10-30,3.925240057448767,5.080472063394891,6.235704069341029,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
58,2021-10-30,3.925240057448767,5.080472063394891,6.235704069341029,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
64,2021-11-05,3.8629850896903517,5.041661262388987,6.220337435087638,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
64,2021-11-05,3.8629850896903517,5.041661262388987,6.220337435087638,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
64,2021-11-05,3.8629850896903517,5.041661262388987,6.220337435087638,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
64,2021-11-05,3.8629850896903517,5.041661262388987,6.220337435087638,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
64,2021-11-05,3.8629850896903517,5.041661262388987,6.220337435087638,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
67,2021-11-08,3.813089975690786,5.007236919854665,6.201383864018558,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
67,2021-11-08,3.813089975690786,5.007236919854665,6.201383864018558,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
67,2021-11-08,3.813089975690786,5.007236919854665,6.201383864018558,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
67,2021-11-08,3.813089975690786,5.007236919854665,6.201383864018558,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
67,2021-11-08,3.813089975690786,5.007236919854665,6.201383864018558,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
67,2021-11-08,3.813089975690786,5.007236919854665,6.201383864018558,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
70,2021-11-11,3.7437992723730535,4.947244857200039,6.150690442027038,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
70,2021-11-11,3.7437992723730535,4.947244857200039,6.150690442027038,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
70,2021-11-11,3.7437992723730535,4.947244857200039,6.150690442027038,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
70,2021-11-11,3.7437992723730535,4.947244857200039,6.150690442027038,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
70,2021-11-11,3.7437992723730535,4.947244857200039,6.150690442027038,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
74,2021-11-15,3.62297173070657,4.832914048839023,6.042856366971483,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
76,2021-11-17,3.5524025776321686,4.764659889564063,5.976917201495963,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
76,2021-11-17,3.5524025776321686,4.764659889564063,5.976917201495963,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
76,2021-11-17,3.5524025776321686,4.764659889564063,5.976917201495963,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
76,2021-11-17,3.5524025776321686,4.764659889564063,5.976917201495963,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
81,2021-11-22,3.345229863300473,4.555823415472079,5.766416967643678,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
81,2021-11-22,3.345229863300473,4.555823415472079,5.766416967643678,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
81,2021-11-22,3.345229863300473,4.555823415472079,5.766416967643678,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
81,2021-11-22,3.345229863300473,4.555823415472079,5.766416967643678,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
81,2021-11-22,3.345229863300473,4.555823415472079,5.766416967643678,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
83,2021-11-24,3.2508396111910396,4.459747880731897,5.668656150272741,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
83,2021-11-24,3.2508396111910396,4.459747880731897,5.668656150272741,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
83,2021-11-24,3.2508396111910396,4.459747880731897,5.668656150272741,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
83,2021-11-24,3.2508396111910396,4.459747880731897,5.668656150272741,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
83,2021-11-24,3.2508396111910396,4.459747880731897,5.668656150272741,Anne Hidalgo,Hidalgo,A. Hidalgo,Parti socialiste,GAUC,1010
0,2021-09-02,1.103581120857899,2.374871716769858,3.646162312681814,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
1,2021-09-03,1.1224473016434062,2.387578604778391,3.652709907913373,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
1,2021-09-03,1.1224473016434062,2.387578604778391,3.652709907913373,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
1,2021-09-03,1.1224473016434062,2.387578604778391,3.652709907913373,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
1,2021-09-03,1.1224473016434062,2.387578604778391,3.652709907913373,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
1,2021-09-03,1.1224473016434062,2.387578604778391,3.652709907913373,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
1,2021-09-03,1.1224473016434062,2.387578604778391,3.652709907913373,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
4,2021-09-06,1.1765791965851653,2.4216823978924356,3.666785599199704,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
11,2021-09-13,1.2903288216371434,2.4806483175824723,3.670967813527801,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
11,2021-09-13,1.2903288216371434,2.4806483175824723,3.670967813527801,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
11,2021-09-13,1.2903288216371434,2.4806483175824723,3.670967813527801,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
11,2021-09-13,1.2903288216371434,2.4806483175824723,3.670967813527801,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
13,2021-09-15,1.3201130132109298,2.492987780288803,3.665862547366678,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
18,2021-09-20,1.3904579188813155,2.516866905748779,3.643275892616243,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
18,2021-09-20,1.3904579188813155,2.516866905748779,3.643275892616243,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
18,2021-09-20,1.3904579188813155,2.516866905748779,3.643275892616243,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
21,2021-09-23,1.4305107203409724,2.5261788623468266,3.621847004352682,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
25,2021-09-27,1.4814504723648876,2.533125607588561,3.5848007428122353,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
25,2021-09-27,1.4814504723648876,2.533125607588561,3.5848007428122353,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
25,2021-09-27,1.4814504723648876,2.533125607588561,3.5848007428122353,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
28,2021-09-30,1.5173005118161562,2.536418632527981,3.5555367532398066,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
28,2021-09-30,1.5173005118161562,2.536418632527981,3.5555367532398066,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
28,2021-09-30,1.5173005118161562,2.536418632527981,3.5555367532398066,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
28,2021-09-30,1.5173005118161562,2.536418632527981,3.5555367532398066,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
28,2021-09-30,1.5173005118161562,2.536418632527981,3.5555367532398066,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
28,2021-09-30,1.5173005118161562,2.536418632527981,3.5555367532398066,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
29,2021-10-01,1.5276530947186806,2.535096836459866,3.5425405782010526,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
29,2021-10-01,1.5276530947186806,2.535096836459866,3.5425405782010526,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
29,2021-10-01,1.5276530947186806,2.535096836459866,3.5425405782010526,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
29,2021-10-01,1.5276530947186806,2.535096836459866,3.5425405782010526,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
29,2021-10-01,1.5276530947186806,2.535096836459866,3.5425405782010526,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
29,2021-10-01,1.5276530947186806,2.535096836459866,3.5425405782010526,Arnaud Montebourg,Montebourg,A. Montebourg,Sans étiquette,GAUC,1020
